Prediction (Amy),Prediction (Bella),Prediction (Colleen),Prediction (Fizz),Prediction (Holly),Prediction (Ister),Prediction (Liboulen),Prediction (Linestra),Prediction (Ziqual),Succeeded?
99,18,86.4,44,60,51,82.7,84.7,4,1
1,17,81.8,54,67,58,87.7,80.1,24,1
99,14,76,55,67,56,89.7,74.3,36,1
1,9,65.5,64,61,57,62.7,63.8,20,1
1,17,79.5,50,68,53,81.7,77.8,27,1
1,11,72.4,65,66,56,77.7,70.7,48,0
1,9,75,59,63,56,76.7,73.3,60,1
1,13,67.6,66,61,55,67.7,65.9,25,1
1,15,77.2,61,67,56,73.7,75.5,60,1
99,13,79.4,60,58,51,92.7,77.7,7,0
1,10,57.1,63,60,58,57.7,55.4,71,1
99,13,67.9,47,49,52,72.7,66.2,4,0
1,12,72,51,62,60,80.7,70.3,80,0
99,13,75,49,66,59,80.7,73.3,54,1
99,8,72,50,56,59,81.7,70.3,44,0
1,11,62.6,62,66,59,63.7,60.9,81,1
1,15,79.7,47,69,52,79.7,78,20,0
1,10,71.5,50,57,53,78.7,69.8,21,1
1,16,76.9,59,72,60,71.7,75.2,19,1
1,4,61.4,54,57,59,68.7,59.7,44,0
1,14,80.9,47,59,58,76.7,79.2,15,0
1,12,66.3,50,65,57,68.7,64.6,62,1
1,9,49.1,62,59,60,50.7,47.4,50,1
1,9,55.7,63,66,56,68.7,54,47,1
99,9,58.5,58,66,59,49.7,56.8,44,1
99,5,53.1,51,47,54,53.7,51.4,16,1
1,5,51.7,66,63,57,52.7,50,56,1
1,11,77,58,63,53,79.7,75.3,17,0
99,5,56.4,61,68,58,49.7,54.7,47,1
1,14,81.3,59,73,56,81.7,79.6,36,0
1,8,71,59,70,57,71.7,69.3,42,1
99,9,65,66,76,57,52.7,63.3,63,1
99,6,64.1,56,62,55,71.7,62.4,45,1
1,14,67.3,49,55,58,65.7,65.6,15,1
99,9,49.2,62,60,55,50.7,47.5,45,0
99,11,74.8,58,58,57,83.7,73.1,20,1
99,6,49.9,55,48,52,60.7,48.2,6,0
1,12,59,65,74,60,60.7,57.3,100,1
1,13,75.3,65,73,58,90.7,73.6,48,1
1,12,69.3,61,64,54,64.7,67.6,31,1
1,14,86.4,58,75,53,83.7,84.7,24,1
1,8,63.9,51,61,56,78.7,62.2,41,0
99,15,70.2,61,63,54,65.7,68.5,15,0
1,10,73.7,57,61,56,94.7,72,23,0
1,18,88.9,56,69,57,88.7,87.2,34,0
99,6,37.7,59,60,56,40.7,36,60,0
1,12,76.1,46,57,57,67.7,74.4,7,1
1,10,80.9,55,59,53,92.7,79.2,6,0
1,5,51.4,54,47,51,47.7,49.7,6,0
1,7,55.5,61,54,52,66.7,53.8,17,1
99,13,77.2,59,67,56,81.7,75.5,12,1
99,4,44.8,58,55,51,51.7,43.1,5,0
99,11,60.8,63,59,58,72.7,59.1,48,1
1,14,74.4,60,58,54,88.7,72.7,4,1
99,12,69,48,48,51,74.7,67.3,5,1
99,15,79.9,56,67,60,79.7,78.2,70,1
99,11,70.9,60,60,51,76.7,69.2,2,1
1,14,67.3,57,63,60,75.7,65.6,20,1
1,13,63.6,59,58,59,75.7,61.9,53,1
99,12,71.1,59,62,52,70.7,69.4,4,1
99,11,73.2,44,51,52,77.7,71.5,2,1
1,11,70.2,60,59,55,91.7,68.5,29,1
1,16,73.8,61,62,58,85.7,72.1,47,1
1,11,73.1,50,60,56,72.7,71.4,6,0
99,10,72,59,64,52,68.7,70.3,10,1
1,16,78.7,61,64,55,82.7,77,20,0
1,14,72,59,65,58,82.7,70.3,79,1
99,11,53.8,59,56,56,49.7,52.1,36,1
99,11,77.5,58,71,57,74.7,75.8,55,1
99,15,79.4,57,67,52,84.7,77.7,13,1
99,11,73,54,57,51,87.7,71.3,6,0
99,10,69.5,46,52,55,77.7,67.8,5,1
99,9,72.6,66,69,60,85.7,70.9,70,1
1,12,71,57,65,54,70.7,69.3,24,1
99,8,60,55,52,57,71.7,58.3,13,0
99,16,76.2,63,70,60,81.7,74.5,100,1
1,11,72.7,53,60,53,67.7,71,6,0
1,11,72.2,52,64,59,82.7,70.5,26,1
1,12,78.3,62,65,53,83.7,76.6,17,1
99,10,57.1,56,60,57,62.7,55.4,34,0
1,8,57.5,61,69,58,55.7,55.8,63,1
1,12,71.2,62,67,56,75.7,69.5,18,1
1,14,83.2,56,72,53,77.7,81.5,20,1
1,16,76.8,58,58,54,86.7,75.1,12,1
99,8,64.2,66,65,57,83.7,62.5,49,1
1,15,78,48,56,55,88.7,76.3,35,1
99,12,84.1,51,66,56,85.7,82.4,48,0
1,14,78.4,58,67,57,75.7,76.7,20,1
1,11,60.4,56,62,56,67.7,58.7,17,0
1,16,79.1,65,67,57,77.7,77.4,41,1
99,8,55.2,62,65,60,64.7,53.5,89,1
99,13,75.2,50,54,56,75.7,73.5,17,0
99,12,71.6,55,61,55,65.7,69.9,19,0
99,11,80.1,58,62,55,80.7,78.4,24,0
1,6,71.1,57,66,58,79.7,69.4,31,1
1,13,70.9,62,70,55,73.7,69.2,35,1
99,9,48.4,56,58,57,45.7,46.7,63,0
1,13,0,62,72,60,93.7,80.8,29,0
1,12,78.5,62,68,57,93.7,76.8,35,1
1,15,66.1,56,61,55,68.7,64.4,45,1
1,17,85.1,62,70,60,83.7,83.4,50,1
1,6,61.5,54,60,60,75.7,59.8,50,0
1,12,81.2,50,66,53,94.7,79.5,30,0
99,10,59.3,50,52,55,53.7,57.6,24,1
99,11,70.9,47,54,54,91.7,69.2,27,1
99,1,41.9,49,45,54,49.7,40.2,23,0
99,12,57.6,54,60,58,49.7,55.9,40,1
1,13,70.6,62,63,55,83.7,68.9,14,1
1,6,63.8,54,57,57,76.7,62.1,7,1
99,1,51.6,54,47,56,53.7,49.9,30,1
99,8,68.7,56,54,53,75.7,67,9,1
1,14,69.2,50,56,59,71.7,67.5,26,1
1,8,76.2,57,61,58,83.7,74.5,48,1
1,9,60.9,61,54,54,65.7,59.2,23,1
1,11,70.8,59,63,56,76.7,69.1,42,1
1,11,77.6,53,71,56,79.7,75.9,53,0
1,13,63,64,66,57,70.7,61.3,63,1
1,13,67.5,66,62,57,77.7,65.8,56,1
99,15,87,50,66,55,82.7,85.3,14,1
1,6,63.8,55,55,54,61.7,62.1,19,1
99,6,55,55,52,60,57.7,53.3,20,0
1,6,47.7,62,59,58,49.7,46,40,1
1,10,69.4,61,58,54,72.7,67.7,20,1
99,13,75.3,54,60,54,85.7,73.6,12,0
99,13,61.2,55,64,58,64.7,59.5,32,1
1,11,79.5,63,75,60,95.7,77.8,79,1
1,9,60.9,55,62,56,65.7,59.2,41,0
1,10,59.5,52,58,55,58.7,57.8,29,1
1,5,56.5,52,55,58,59.7,54.8,24,0
1,16,80.7,62,76,59,78.7,79,63,1
99,16,69.4,54,58,51,78.7,67.7,10,0
1,3,39.2,67,58,58,55.7,37.5,80,0
1,15,75,67,73,59,67.7,73.3,54,1
1,8,52.7,59,61,57,43.7,51,28,1
1,13,63.5,50,59,57,55.7,61.8,62,0
1,13,77,54,65,53,81.7,75.3,30,1
99,7,58.7,55,54,54,57.7,57,28,0
99,12,83.6,60,65,57,85.7,81.9,48,1
99,10,59.4,56,64,55,58.7,57.7,34,1
1,14,81.4,63,73,58,76.7,79.7,79,1
99,12,73.5,65,73,58,76.7,71.8,64,1
99,16,71.1,62,71,57,84.7,69.4,55,1
1,13,84.3,56,69,55,84.7,82.6,39,1
99,14,78.6,63,73,59,90.7,76.9,54,0
1,14,78.8,59,62,54,85.7,77.1,16,1
99,12,71.8,65,66,58,80.7,70.1,48,0
1,16,86.3,56,66,57,85.7,84.6,35,1
99,13,61.3,54,57,51,59.7,59.6,1,1
99,6,66.5,55,61,56,72.7,64.8,59,1
99,12,64.9,66,68,55,62.7,63.2,34,1
1,18,85.5,62,68,57,87.7,83.8,49,0
1,13,67.5,51,65,58,67.7,65.8,47,1
1,15,84.4,58,70,57,91.7,82.7,62,1
1,2,55.3,64,58,56,58.7,53.6,30,1
99,15,84.5,52,62,56,91.7,82.8,29,1
1,17,87.1,54,65,55,84.7,85.4,40,1
1,15,70.4,60,62,55,75.7,68.7,34,1
1,4,45.5,53,44,54,61.7,43.8,23,0
99,15,50,60,64,53,79.7,0,24,0
1,9,50,56,54,59,65.7,0,9,1
1,10,50,50,66,59,75.7,0,62,1
1,10,54.2,56,50,51,41.7,52.5,4,1
1,10,61.8,46,54,51,59.7,60.1,9,1
1,13,72.3,66,71,60,69.7,70.6,90,1
1,12,61.8,56,60,57,76.7,60.1,35,1
99,16,86.1,54,66,53,90.7,84.4,21,1
1,13,68,57,68,56,62.7,66.3,48,0
99,9,65.8,65,68,56,72.7,64.1,48,1
1,12,73.6,51,66,56,71.7,71.9,35,0
1,4,42.6,60,51,57,55.7,40.9,34,0
1,8,66.4,55,56,59,79.7,64.7,35,0
1,14,69,62,73,60,71.7,67.3,29,1
1,18,88.7,59,72,58,83.7,87,47,1
1,13,72.7,52,58,55,79.7,71,25,0
1,15,77.4,54,64,56,68.7,75.7,30,1
1,12,74.2,58,68,60,81.7,72.5,70,1
99,13,79.7,64,69,53,77.7,78,9,1
1,15,75.7,50,57,57,82.7,74,7,0
99,15,68.4,58,59,54,69.7,66.7,12,0
1,15,79.7,50,59,53,89.7,78,12,0
99,0,72.7,60,55,54,82.7,71,12,1
1,0,74.5,60,59,54,61.7,72.8,12,0
1,0,64.2,54,67,59,60.7,62.5,90,1
99,0,48.7,57,64,56,42.7,47,59,1
99,0,64.5,59,53,52,71.7,62.8,10,1
99,0,68.4,58,62,55,78.7,66.7,34,0
99,10,71.7,57,66,56,78.7,70,54,1
99,14,83.8,55,76,59,77.7,82.1,54,0
99,8,52.4,64,65,57,48.7,50.7,48,1
99,14,79.2,54,71,51,80.7,77.5,10,1
99,11,61.1,59,58,58,72.7,59.4,64,1
99,9,69.9,62,64,53,79.7,68.2,20,1
1,13,77.9,63,70,57,66.7,76.2,28,1
1,16,88.6,64,76,57,81.7,86.9,20,1
1,9,60.6,60,66,57,50.7,58.9,48,0
1,3,57.8,63,56,54,58.7,56.1,27,0
1,5,51,53,63,60,47.7,49.3,59,1
99,9,65.9,47,48,57,72.7,64.2,14,1
1,4,55.2,53,59,54,60.7,53.5,28,1
1,9,69.9,65,54,54,89.7,68.2,16,0
99,0,53.3,55,62,56,53.7,51.6,53,1
1,0,84.9,63,73,56,97.7,83.2,47,1
1,0,67.2,66,65,57,68.7,65.5,56,1
1,0,73.9,59,60,57,77.7,72.2,28,0
1,0,49.8,55,54,60,60.7,48.1,40,1
99,10,71,60,67,55,83.7,69.3,40,0
1,12,76.1,60,73,59,67.7,74.4,62,1
1,15,75.5,61,74,58,82.7,73.8,79,1
1,19,92.1,63,76,59,88.7,90.2,18,1
99,5,56.1,51,55,60,69.7,54.4,19,1
1,1,53.9,66,56,57,54.7,52.2,49,1
1,13,77.3,64,63,53,76.7,75.6,12,1
1,7,65.6,54,54,58,70.7,63.9,23,0
99,13,55.5,61,57,58,57.7,53.8,47,1
1,14,78.5,65,71,56,70.7,76.8,54,1
99,16,71.5,57,70,56,0,69.8,53,0
99,7,69.9,59,64,57,82.7,68.2,14,1
99,11,65.5,46,47,55,74.7,63.8,14,1
1,15,73,63,72,59,76.7,71.3,53,1
1,17,81.8,61,63,56,82.7,80.1,24,1
1,13,73.3,63,75,54,74.7,71.6,40,0
99,7,63.7,54,53,51,69.7,62,2,1
1,16,80.8,54,62,53,83.7,79.1,17,0
1,17,82.6,60,72,58,87.7,80.9,39,0
1,10,79,61,57,55,96.7,77.3,20,1
1,8,55,52,53,55,49.7,53.3,14,0
1,13,82.3,55,63,56,88.7,80.6,36,0
99,9,72.6,56,64,60,70.7,70.9,70,1
1,12,85.9,62,73,51,91.7,84.2,10,1
1,13,77.8,52,56,56,71.7,76.1,6,1
1,12,69.4,55,52,54,84.7,67.7,16,0
1,8,64.4,61,68,56,63.7,62.7,47,0
1,13,79.5,57,67,55,92.7,77.8,20,0
1,15,72.9,59,67,56,71.7,71.2,23,1
99,7,56.1,59,57,56,61.7,54.4,24,0
1,11,68.1,59,51,54,85.7,66.4,16,1
1,9,63.7,55,55,56,61.7,62,23,0
1,15,82.4,47,63,59,75.7,80.7,36,1
99,15,82.8,50,67,53,80.7,81.1,30,1
99,11,75.7,60,70,55,68.7,74,50,1
1,10,73.4,65,71,60,69.7,71.7,60,0
1,0,72.3,55,61,57,79.7,70.6,42,0
1,0,74.6,59,69,57,79.7,72.9,42,0
99,0,80.7,50,58,54,91.7,79,12,1
1,14,0,57,60,54,88.7,72.4,24,1
99,13,0,53,63,54,72.7,78.3,24,0
1,15,0,63,69,59,80.7,80.1,53,1
1,17,0,55,65,59,90.7,88,35,1
1,9,0,50,47,53,70.7,59.4,14,0
1,10,0,65,73,56,85.7,74.9,47,1
1,10,75.8,66,77,58,75.7,74.1,56,1
99,5,60.2,59,62,58,56.7,58.5,31,0
1,10,60.1,62,61,55,53.7,58.4,40,1
1,13,74.6,55,61,54,85.7,72.9,15,0
1,12,69.3,62,62,53,59.7,67.6,12,1
99,16,81,59,66,52,88.7,79.3,12,1
99,8,52.7,62,49,54,63.7,51,12,0
99,11,62.6,48,49,55,68.7,60.9,24,1
1,14,76,58,66,53,84.7,74.3,23,0
1,4,59.1,59,62,54,57.7,57.4,28,0
99,10,62.5,58,63,53,59.7,60.8,26,1
99,17,81.9,53,69,52,82.7,80.2,13,1
99,9,60.4,52,56,55,70.7,58.7,15,0
1,12,66.4,68,71,59,58.7,64.7,90,1
99,7,70.5,47,60,58,82.7,68.8,15,0
1,13,80.4,49,67,56,82.7,78.7,54,1
99,11,48.3,68,61,57,47.7,46.6,69,1
1,10,74.4,52,62,56,69.7,72.7,6,0
1,4,57.3,48,50,55,66.7,55.6,50,0
1,15,75.1,56,73,58,72.7,73.4,55,1
1,4,52.5,51,58,60,54.7,50.8,39,0
99,17,90.1,49,67,54,80.7,88.4,20,1
99,12,64.7,56,58,59,72.7,63,63,0
99,14,72.1,61,65,57,72.7,70.4,14,1
1,10,71.9,67,77,58,68.7,70.2,72,1
1,5,51.4,62,62,59,47.7,49.7,62,1
1,17,74.8,63,76,58,74.7,73.1,72,1
1,15,84.8,58,76,55,76.7,83.1,40,1
1,12,75.9,58,68,55,82.7,74.2,24,0
99,10,69.1,53,59,52,82.7,67.4,10,1
99,17,92.2,57,66,57,91.7,90.3,27,1
1,11,67.4,61,71,58,65.7,65.7,79,1
1,9,67.7,59,59,54,73.7,66,28,0
1,17,82,44,63,51,87.7,80.3,6,0
1,7,67.9,53,58,56,76.7,66.2,59,0
1,11,70.2,54,65,53,76.7,68.5,23,0
1,12,64.8,59,58,59,77.7,63.1,54,1
99,7,60.9,55,50,53,68.7,59.2,6,0
99,12,73.8,56,64,55,81.7,72.1,50,1
99,14,81,47,58,57,86.7,79.3,13,1
99,12,79.1,56,60,56,78.7,77.4,29,0
99,12,85.7,67,74,56,91.7,84,48,1
1,10,69.5,58,66,53,67.7,67.8,15,1
99,18,86.3,56,70,60,82.7,84.6,70,1
1,15,74.6,48,69,59,67.7,72.9,45,1
1,14,90.9,61,74,58,95.7,89.2,71,1
1,13,62.6,60,63,57,70.7,60.9,55,1
99,11,77.7,55,69,58,84.7,76,80,1
1,13,72.6,53,71,54,64.7,70.9,36,1
99,11,75.6,50,54,53,73.7,73.9,12,0
99,6,62.4,55,55,53,65.7,60.7,6,0
99,8,64,64,65,57,58.7,62.3,55,1
1,10,59.1,48,45,51,58.7,57.4,3,1
1,11,68.3,58,68,58,75.7,66.6,39,1
1,12,52.1,56,61,57,52.7,50.4,49,1
1,6,64.1,50,52,53,76.7,62.4,26,0
99,8,0,66,61,59,73.7,62.4,45,1
1,10,66.7,57,64,59,71.7,65,72,0
1,11,62.9,54,57,56,78.7,61.2,29,1
99,8,66.8,59,63,58,59.7,65.1,79,0
99,8,69.6,64,68,60,75.7,67.9,69,1
1,14,69.5,53,58,55,71.7,67.8,19,1
99,16,71.9,48,65,55,69.7,70.2,44,0
1,10,64.9,67,72,56,60.7,63.2,47,1
1,11,63.6,55,66,58,63.7,61.9,48,1
1,19,75.5,58,70,57,81.7,73.8,49,0
1,13,63.3,52,57,53,70.7,61.6,26,1
1,8,55.3,54,61,55,54.7,53.6,30,0
1,15,82.2,56,71,57,80.7,80.5,49,1
99,12,69,51,60,54,69.7,67.3,31,1
1,19,94.4,46,69,53,89.7,92.5,24,0
99,12,83.1,55,64,56,85.7,81.4,60,1
99,12,64.8,53,62,56,52.7,63.1,42,1
1,10,63.8,52,55,55,70.7,62.1,35,0
99,7,48.2,48,49,55,48.7,46.5,24,0
1,9,58.8,53,58,52,49.7,57.1,12,1
99,9,60.6,65,67,58,60.7,58.9,47,1
99,7,49.2,50,59,60,48.7,47.5,50,1
99,7,61.3,61,62,56,73.7,59.6,60,1
1,17,87.2,64,78,60,89.7,85.5,70,1
1,13,82.8,60,62,56,83.7,81.1,18,0
99,10,74.4,58,67,57,84.7,72.7,34,0
99,13,80.2,58,70,59,77.7,78.5,62,1
1,12,78.6,64,73,57,93.7,76.9,55,0
1,18,86.2,63,73,58,87.7,84.5,15,1
1,13,68.4,66,66,55,87.7,66.7,50,1
1,15,92.6,54,68,56,94.7,90.7,17,1
99,10,61.7,60,65,56,64.7,60,30,0
1,8,62.3,58,56,51,62.7,60.6,6,0
99,7,53.9,59,55,56,70.7,52.2,24,1
1,12,62.1,63,66,60,71.7,60.4,60,1
1,15,72.6,57,69,59,81.7,70.9,17,0
1,0,64.5,63,69,54,62.7,62.8,39,1
1,0,58.2,55,50,59,72.7,56.5,17,1
1,0,83.1,56,69,60,89.7,81.4,70,1
1,0,75.9,49,54,53,82.7,74.2,6,0
1,0,59.3,47,48,56,81.7,57.6,23,1
1,4,59.7,50,47,53,67.7,58,18,0
1,7,62.7,48,52,53,69.7,61,21,0
99,12,64.9,57,60,58,62.7,63.2,63,1
1,8,59.9,64,72,60,56.7,58.2,90,1
1,4,39.8,68,63,0,44.7,38.1,69,0
99,8,63.8,58,66,0,68.7,62.1,70,1
1,14,81.4,59,67,0,81.7,79.7,53,0
1,10,51.8,64,60,0,50.7,50.1,49,0
99,14,71.7,49,62,54,77.7,70,31,1
99,18,93.9,45,66,56,85.7,92,12,1
1,8,66.3,67,73,59,59.7,64.6,71,1
1,14,64.2,66,75,60,69.7,62.5,90,1
99,11,68.3,50,57,57,55.7,66.6,35,1
99,10,55,55,66,60,56.7,53.3,79,0
1,11,63.6,63,68,54,53.7,61.9,24,1
1,12,71.6,56,60,53,70.7,69.9,23,1
1,14,50,48,67,55,79.7,0,50,1
1,19,50,53,63,56,87.7,0,24,0
1,10,50,65,66,58,36.7,0,64,1
99,13,50,57,68,56,83.7,0,60,1
1,17,50,54,66,53,76.7,0,29,1
1,10,59.3,65,66,54,63.7,57.6,36,0
1,12,67.3,65,74,56,58.7,65.6,47,1
1,16,79.1,54,64,55,77.7,77.4,14,0
1,5,53.2,63,63,56,63.7,51.5,60,1
1,10,54.6,68,71,60,61.7,52.9,69,0
1,5,58.6,56,68,60,55.7,56.9,70,0
99,15,81.8,58,73,55,85.7,80.1,40,1
1,14,74,60,65,58,83.7,72.3,55,1
1,8,64.5,58,65,56,53.7,62.8,29,1
1,13,62.7,62,62,51,65.7,61,4,1
1,19,79.8,55,73,58,83.7,78.1,71,1
1,16,76.7,49,65,56,76.7,75,35,1
99,10,71.1,56,56,51,68.7,69.4,4,1
99,14,85.6,60,76,57,83.7,83.9,34,1
1,6,54.5,58,60,53,62.7,52.8,27,1
1,7,54,60,56,55,55.7,52.3,45,0
1,7,50.6,62,61,60,44.7,48.9,90,0
99,16,85.5,57,73,56,90.7,83.8,42,1
1,9,65.3,57,60,56,67.7,63.6,48,1
99,12,61.4,65,67,56,61.7,59.7,36,1
1,8,61.7,49,54,60,77.7,60,59,1
99,9,51.6,61,55,54,56.7,49.9,8,1
1,8,59.3,53,59,56,66.7,57.6,36,0
1,12,76.4,54,60,53,77.7,74.7,23,0
1,12,86.2,58,65,51,91.7,84.5,6,0
1,11,72.9,58,64,55,67.7,71.2,30,1
1,8,52.6,66,71,59,48.7,50.9,80,1
1,15,68.2,53,65,60,64.7,66.5,80,1
99,14,83.3,55,69,56,87.7,81.6,60,1
1,14,61.9,54,51,53,68.7,60.2,15,0
1,11,62.7,64,67,58,68.7,61,24,1
99,15,80.3,67,74,59,79.7,78.6,53,0
1,6,64.3,50,57,59,71.7,62.6,45,1
1,11,60.3,51,58,54,67.7,58.6,32,0
99,13,80.3,60,77,60,77.7,78.6,49,1
1,14,73.9,62,68,57,68.7,72.2,56,1
99,5,43.5,62,56,59,59.7,41.8,44,0
99,8,56.7,60,60,57,65.7,55,21,1
1,8,62,52,46,56,82.7,60.3,6,1
1,13,82.5,68,66,57,93.7,80.8,49,1
99,13,65.2,59,67,56,56.7,63.5,53,1
99,12,59.8,52,62,57,70.7,58.1,56,1
99,12,0,61,70,60,53.7,52.8,59,1
1,13,74.6,54,56,51,75.7,72.9,7,0
1,12,64.4,55,61,54,72.7,62.7,27,0
1,5,63.1,62,53,53,67.7,61.4,9,0
1,8,57.3,60,59,55,65.7,55.6,29,1
1,12,75.8,63,73,56,67.7,74.1,53,1
1,12,60.1,51,66,54,55.7,58.4,40,1
99,3,43.4,61,59,59,52.7,41.7,71,0
99,10,78.5,48,51,53,91.7,76.8,18,1
99,11,63.4,65,65,59,63.7,61.7,72,0
99,11,80.3,61,66,54,85.7,78.6,15,0
1,12,71.1,55,59,57,70.7,69.4,14,1
99,10,62.1,59,62,52,74.7,60.4,20,1
1,16,78.2,67,77,57,82.7,76.5,42,1
1,15,73.1,62,70,51,76.7,71.4,10,1
1,10,68.6,57,58,60,82.7,66.9,60,1
1,7,60.8,68,65,60,73.7,59.1,90,1
99,12,69.1,65,72,58,74.7,67.4,48,1
1,14,66.5,57,63,52,80.7,64.8,17,1
99,16,81.5,57,0,58,88.7,79.8,63,1
1,13,82.9,58,0,55,83.7,81.2,44,1
99,8,62.1,61,0,54,82.7,60.4,16,0
99,15,69.9,63,64,58,80.7,68.2,71,1
99,16,91.2,47,67,52,87.7,89.5,8,0
1,7,51.3,63,56,58,54.7,49.6,47,1
99,16,78.7,60,72,55,72.7,77,30,1
1,15,77.3,60,65,53,88.7,75.6,23,0
1,13,87.7,55,68,58,95.7,86,47,0
99,3,49,60,57,60,54.7,47.3,89,0
1,9,68.5,60,52,57,88.7,66.8,7,1
1,7,70,57,59,56,72.7,68.3,54,1
1,10,73.6,51,64,54,74.7,71.9,28,1
99,12,66.2,64,64,58,68.7,64.5,39,1
1,10,71.6,56,67,58,78.7,69.9,24,0
1,11,65.6,52,64,57,59.7,63.9,48,0
1,15,77.3,60,65,53,68.7,75.6,3,1
1,17,89.8,65,72,56,85.7,88.1,53,1
1,12,78.4,51,62,54,78.7,76.7,19,0
1,10,71.1,53,49,54,93.7,69.4,20,0
1,11,67.7,60,70,53,55.7,66,23,1
99,11,69.9,67,66,56,66.7,68.2,48,1
99,4,56.8,50,54,53,51.7,55.1,20,0
99,11,67.6,65,72,56,75.7,65.9,48,1
1,10,66.7,63,68,56,56.7,65,35,1
99,14,80.8,59,60,55,86.7,79.1,20,0
99,6,59.1,54,56,57,64.7,57.4,34,0
1,15,77.3,57,69,58,68.7,75.6,48,1
99,13,66,56,63,60,71.7,64.3,90,0
1,13,78.1,59,64,59,86.7,76.4,35,1
1,16,81.7,62,76,55,78.7,80,40,1
99,17,82.4,54,64,53,82.7,80.7,21,0
1,13,74.6,61,71,58,80.7,72.9,71,0
1,5,56.1,59,58,58,54.7,54.4,48,0
99,12,74.3,49,59,57,66.7,72.6,28,1
1,9,58.2,50,57,55,64.7,56.5,44,0
99,3,53.1,56,55,57,51.7,51.4,7,1
1,12,74.2,53,59,57,86.7,72.5,42,1
99,9,63.2,49,57,54,66.7,61.5,20,1
1,13,73,56,57,57,84.7,71.3,34,0
99,9,68.3,51,55,57,58.7,66.6,28,0
99,15,72.3,63,63,56,81.7,70.6,23,1
1,12,73.7,61,67,52,71.7,72,17,0
99,4,49.4,58,59,57,58.7,47.7,21,0
99,4,52.9,51,53,56,59.7,51.2,59,0
1,7,58.2,56,61,60,72.7,56.5,90,1
1,7,75.6,64,72,58,84.7,73.9,40,1
99,14,83.3,58,64,58,87.7,81.6,23,0
1,14,71.1,49,62,56,72.7,69.4,53,1
99,15,79.7,56,68,58,89.7,78,39,1
1,12,73.7,51,63,56,86.7,72,54,1
1,13,68.2,47,48,54,82.7,66.5,8,0
99,14,86.2,55,60,52,83.7,84.5,12,1
1,12,56.9,56,60,57,49.7,55.2,69,1
1,16,80.7,58,68,59,78.7,79,81,1
1,13,72.9,57,61,58,74.7,71.2,63,1
99,11,60.4,69,74,59,62.7,58.7,72,1
99,8,47.3,62,54,53,41.7,45.6,12,1
1,13,66.1,59,55,56,76.7,64.4,12,0
1,13,53.4,63,65,54,51.7,51.7,28,1
99,5,39.1,58,56,57,42.7,37.4,70,0
1,11,77.3,68,68,57,74.7,75.6,56,1
1,17,75.6,55,64,54,84.7,73.9,24,1
1,14,83.4,56,73,55,87.7,81.7,40,1
99,14,83,64,68,53,77.7,81.3,14,1
1,6,59.7,55,66,58,54.7,58,80,1
1,15,75.2,60,68,55,77.7,73.5,35,0
99,14,74.4,58,68,55,83.7,72.7,35,1
1,15,79.8,57,70,52,79.7,78.1,12,0
99,5,50.9,52,55,59,62.7,49.2,89,0
1,14,79,53,70,60,70.7,77.3,19,0
99,10,64.3,62,70,55,55.7,62.6,30,1
99,8,64.4,59,61,58,73.7,62.7,71,1
99,11,58,61,64,58,51.7,56.3,72,1
1,14,74.3,59,70,56,68.7,72.6,42,1
1,13,84.3,56,67,58,84.7,82.6,56,1
1,11,68.1,62,57,53,80.7,66.4,12,0
1,13,65,48,49,56,76.7,63.3,6,0
1,2,50.4,61,59,57,51.7,48.7,41,0
1,6,47.1,59,51,55,49.7,45.4,20,0
99,16,84,56,70,55,89.7,82.3,24,0
99,10,83.4,61,71,54,93.7,81.7,31,1
99,12,61.5,60,71,59,66.7,59.8,81,1
1,16,76.1,52,65,51,71.7,74.4,10,1
99,8,55.3,60,52,56,64.7,53.6,30,1
1,4,47,65,55,54,57.7,45.3,24,1
99,14,88.3,58,67,59,94.7,86.6,44,1
1,12,63.9,46,50,53,67.7,62.2,9,0
1,11,75.2,59,65,59,88.7,73.5,71,0
1,4,47.4,63,52,55,47.7,45.7,10,0
99,6,59.5,63,65,58,54.7,57.8,47,0
99,9,75.7,52,58,53,86.7,74,20,0
1,10,68.9,66,70,59,92.7,67.2,80,1
99,13,77.9,57,62,56,86.7,76.2,59,1
99,4,45.4,47,38,52,51.7,43.7,8,0
1,19,81.8,52,67,53,84.7,80.1,30,1
1,5,41.3,57,56,52,43.7,39.6,13,0
1,11,58.3,54,56,51,61.7,56.6,10,1
99,10,52.6,52,58,53,60.7,50.9,21,1
1,12,71.1,63,60,54,90.7,69.4,8,0
1,7,58.1,68,65,59,57.7,56.4,63,1
1,13,80.1,52,59,51,87.7,78.4,8,1
99,13,70.2,52,60,60,63.7,68.5,49,1
99,13,65.6,53,62,52,0,63.9,13,0
1,14,78.8,67,67,56,0,77.1,36,1
1,10,73.8,57,65,54,0,72.1,19,0
1,8,60,62,66,56,0,58.3,29,1
1,12,61.9,55,65,56,56.7,60.2,48,1
99,12,64.5,51,64,54,52.7,62.8,32,1
99,15,73.2,60,58,56,81.7,71.5,6,0
99,16,66.2,62,70,57,67.7,64.5,63,1
1,4,49.4,59,61,56,63.7,47.7,53,1
1,5,44,52,43,54,49.7,42.3,4,0
1,14,80.9,53,62,54,71.7,79.2,8,0
1,6,66.8,59,59,56,77.7,65.1,48,1
